producto_id,codigo,descripcion,stock_total
4254,SFA6045,ANAX 5.5 POLYAXIAL SCREW - 6.0x45mm X UNIDAD,0.00
4222,SFA6050,ANAX 5.5 POLYAXIAL SCREW - 6.0x50mm X UND,0.00
4350,SFA6050,ANAX 5.5 POLYAXIAL SCREW - 6.0x50mm X UND,0.00
4615,SFA6050,ANAX 5.5 POLYAXIAL SCREW - 6.0x50mm X UND,0.00
4256,SFA6050,ANAX 5.5 POLYAXIAL SCREW - 6.0x50mm X UNIDAD,0.00
4255,SFA6050,ANAX 5.5 POLYAXIAL SCREW - 6.0x50mm X UNIDAD,0.00
4351,SFA7040,ANAX 5.5 POLYAXIAL SCREW - 7.0x40mm X UND,0.00
4363,SFA7045,ANAX 5.5 POLYAXIAL SCREW - 7.0x45mm X UND,0.00
4616,SFA7045,ANAX 5.5 POLYAXIAL SCREW - 7.0x45mm X UND,0.00
4544,SFA7045,ANAX 5.5 POLYAXIAL SCREW - 7.0x45mm X UND,0.00
4169,SFA7045,ANAX 5.5 POLYAXIAL SCREW - 7.0x45mm X UND,0.00
4171,SFA7055,ANAX 5.5 POLYAXIAL SCREW - 7.0x55mm X UND,0.00
4617,SFA7055,ANAX 5.5 POLYAXIAL SCREW - 7.0x55mm X UND,0.00
4170,SFA7055,ANAX 5.5 POLYAXIAL SCREW - 7.0x55mm X UND,0.00
4618,SFD5480HCS,5.5mm SINGLE HEX ENDED CoCr S-ROD-480mm X UND,0.00
4241,SFD5480HCS,5.5mm SINGLE HEX ENDED CoCr S-ROD-480mm X UND,0.00
4257,SFD5480HCS,5.5mm SINGLE HEX ENDED CoCr S-ROD-480mm X UNIDAD,0.00
4242,SFD5480HCS,5.5mm SINGLE HEX ENDED CoCr S-ROD-480mm X UND,0.00
4619,SFD5480HTS,5.5mm SINGLE HEX ENDED Ti S-ROD-480mm X UND,0.00
4349,SFD5480HTS,5.5mm SINGLE HEX ENDED Ti S-ROD-480mm X UND,0.00
4239,SFD5480HTS,5.5mm SINGLE HEX ENDED Ti S-ROD-480mm X UND,0.00
4258,SFD5480HTS,5.5mm SINGLE HEX ENDED Ti S-ROD-480mm X UNIDAD ,0.00
4240,SFD5480HTS,5.5mm SINGLE HEX ENDED Ti S-ROD-480mm X UND,0.00
4173,SFMS5040,ANAX 5.5 MONOAXIAL SCREW - 5.0x40mm,0.00
4259,SFMS5040,ANAX 5.5 MONOAXIAL SCREW - 5.0x40mm X UNIDAD,0.00
4620,SFMS5040,ANAX 5.5 MONOAXIAL SCREW - 5.0x40mm,0.00
4621,SFMS6040,ANAX 5.5 MONOAXIAL SCREW - 6.0x40mm,0.00
4175,SFMS6040,ANAX 5.5 MONOAXIAL SCREW - 6.0x40mm,0.00
4260,SFMS6040,ANAX 5.5 MONOAXIAL SCREW - 6.0x40mm X UNIDAD,0.00
4174,SFMS6040,ANAX 5.5 MONOAXIAL SCREW - 6.0x40mm,0.00
4622,SFN5045MS,ANAX 5.5 MONOAXIAL SCREW - 5.0x45mm X UND,0.00
4380,SFN5045MS,ANAX 5.5 MONOAXIAL SCREW - 5.0x45mm X UND,0.00
4381,SFN5045MS,ANAX 5.5 MONOAXIAL SCREW - 5.0x45mm X UND,0.00
4382,SFN5045MS,ANAX 5.5 MONOAXIAL SCREW - 5.0x45mm X UND,0.00
4226,SFRA4040,ANAX 5.5 POLY-REDUCTION SCREW - 4.0x40mm X UND,0.00
4225,SFRA4040,ANAX 5.5 POLY-REDUCTION SCREW - 4.0x40mm X UND,0.00
4623,SFRA4040,ANAX 5.5 POLY-REDUCTION SCREW - 4.0x40mm X UND,0.00
4366,SFRA4040,ANAX 5.5 POLY-REDUCTION SCREW - 4.0x40mm X UND,0.00
4367,SFRA4040,ANAX 5.5 POLY-REDUCTION SCREW - 4.0x40mm X UND,0.00
4227,SFRA5035,ANAX 5.5 POLY-REDUCTION SCREW - 5.0x35mm X UND,0.00
4624,SFRA5035,ANAX 5.5 POLY-REDUCTION SCREW - 5.0x35mm X UND,0.00
4262,SFRA5035,ANAX 5.5 POLY-REDUCTION SCREW - 5.0x35mm X UNIDAD,0.00
4345,SFRA5035,ANAX 5.5 POLY-REDUCTION SCREW - 5.0x35mm X UND,0.00
4357,SFRA5040,ANAX 5.5 POLY-REDUCTION SCREW - 5.0x40mm X UND,0.00
4228,SFRA5040,ANAX 5.5 POLY-REDUCTION SCREW - 5.0x40mm X UND,0.00
4263,SFRA5040,ANAX 5.5 POLY-REDUCTION SCREW - 5.0x40mm X UNIDAD ,0.00
4229,SFRA5040,ANAX 5.5 POLY-REDUCTION SCREW - 5.0x40mm X UND,0.00
4625,SFRA5040,ANAX 5.5 POLY-REDUCTION SCREW - 5.0x40mm X UND,0.00
4369,SFRA5045,ANAX 5.5 POLY-REDUCTION SCREW - 5.0x45mm X UND,0.00
4626,SFRA5045,ANAX 5.5 POLY-REDUCTION SCREW - 5.0x45mm X UND,0.00
4230,SFRA5045,ANAX 5.5 POLY-REDUCTION SCREW - 5.0x45mm X UND,0.00
4231,SFRA5050,ANAX 5.5 POLY-REDUCTION SCREW - 5.0x50mm X UND,0.00
4627,SFRA5050,ANAX 5.5 POLY-REDUCTION SCREW - 5.0x50mm X UND,0.00
4232,SFRA5050,ANAX 5.5 POLY-REDUCTION SCREW - 5.0x50mm X UND,0.00
4556,SFRA6035,ANAX 5.5 POLY-REDUCTION SCREW - 6.0x35mm X UND,0.00
4359,SFRA6035,ANAX 5.5 POLY-REDUCTION SCREW - 6.0x35mm X UND,0.00
4628,SFRA6035,ANAX 5.5 POLY-REDUCTION SCREW - 6.0x35mm X UND,0.00
4172,SFRA6035,ANAX 5.5 POLY-REDUCTION SCREW - 6.0x35mm X UND,0.00
4347,SFRA6040,ANAX 5.5 POLY-REDUCTION SCREW - 6.0x40mm X UND,0.00
4629,SFRA6040,ANAX 5.5 POLY-REDUCTION SCREW - 6.0x40mm X UND,0.00
4233,SFRA6040,ANAX 5.5 POLY-REDUCTION SCREW - 6.0x40mm X UND,0.00
4355,SFRA6040,ANAX 5.5 POLY-REDUCTION SCREW - 6.0x40mm X UND,0.00
4346,SFRA6040,ANAX 5.5 POLY-REDUCTION SCREW - 6.0x40mm X UND,0.00
4234,SFRA6040,ANAX 5.5 POLY-REDUCTION SCREW - 6.0x40mm X UND,0.00
4557,SFRA6040,ANAX 5.5 POLY-REDUCTION SCREW - 6.0x40mm X UND,0.00
4235,SFRA6045,ANAX 5.5 POLY-REDUCTION SCREW - 6.0x45mm X UND,0.00
4558,SFRA6045,ANAX 5.5 POLY-REDUCTION SCREW - 6.0x45mm X UND,0.00
4370,SFRA6045,ANAX 5.5 POLY-REDUCTION SCREW - 6.0x45mm X UND,0.00
4354,SFRA6045,ANAX 5.5 POLY-REDUCTION SCREW - 6.0x45mm X UND,0.00
4630,SFRA6045,ANAX 5.5 POLY-REDUCTION SCREW - 6.0x45mm X UND,0.00
4373,SFRA7035,ANAX 5.5 POLY-REDUCTION SCREW - 7.0x35mm X UND,0.00
4631,SFRA7035,ANAX 5.5 POLY-REDUCTION SCREW - 7.0x35mm X UND,0.00
4374,SFRA7035,ANAX 5.5 POLY-REDUCTION SCREW - 7.0x35mm X UND,0.00
4378,SFRA7050,ANAX 5.5 POLY-REDUCTION SCREW - 7.0x50mm X UND,0.00
4632,SFRA7050,ANAX 5.5 POLY-REDUCTION SCREW - 7.0x50mm X UND,0.00
4377,SFRA7050,ANAX 5.5 POLY-REDUCTION SCREW - 7.0x50mm X UND,0.00
4412,SFTA1410,T LINK COLLET 33-40mm for 5.5mm ROD X UND,0.00
4264,SFTA1410,T-LINK COLLETX UNIDAD ,0.00
4633,SFTA1410,T-LINK COLLETX UNIDAD ,0.00
4413,SFTA1420,T LINK COLLET 40-50mm for 5.5mm ROD X UND,0.00
4265,SFTA1420,T-LINK COLLET X UNIDAD,0.00
4634,SFTA1420,T-LINK COLLET X UNIDAD,0.00
4208,SFTA1430,T LINK COLLET 50-60mm for 5.5mm ROD X UND,0.00
4266,SFTA1430,T-LINK COLLET X UNIDAD,0.00
4635,SFTA1430,T LINK COLLET 50-60mm for 5.5mm ROD X UND,0.00
4414,SFTA1440,T LINK COLLET 60-70mm for 5.5mm ROD X UND,0.00
4268,SFTA1440,T-LINK COLLET X UNIDAD ,0.00
4267,SFTA1440,T-LINK COLLET X UNIDAD ,0.00
4636,SFTA1440,T-LINK COLLET X UNIDAD ,0.00
4637,SFTA1450,T-LINK COLLET X UNIDAD ,0.00
4270,SFTA1450,T-LINK COLLET X UNIDAD ,0.00
4269,SFTA1450,T-LINK COLLET X UNIDAD ,0.00
4360,SFUA5035,ANAX 5.5. UNIPLANAR SCREW - 5.0x35mm X UND,0.00
4280,SFUA5035,ANAX 5.5 UNIPLANAR SCREW-5.0x35 X UNIDAD ,0.00
4638,SFUA5035,ANAX 5.5. UNIPLANAR SCREW - 5.0x35mm X UND,0.00
4176,SFUA5035,ANAX 5.5. UNIPLANAR SCREW - 5.0x35mm X UND,0.00
4281,SFUA5040,ANAX 5.5 UNIPLANAR SCREW-5.0x40 X UNIDAD ,0.00
4178,SFUA5040,ANAX 5.5. UNIPLANAR SCREW - 5.0x40mm X UND,0.00
4639,SFUA5040,ANAX 5.5. UNIPLANAR SCREW - 5.0x40mm X UND,0.00
4177,SFUA5040,ANAX 5.5. UNIPLANAR SCREW - 5.0x40mm X UND,0.00
4445,SFUA5045,ANAX 5.5. UNIPLANAR SCREW - 5.0x45mm X UND,0.00
4179,SFUA5045,ANAX 5.5. UNIPLANAR SCREW - 5.0x45mm X UND,0.00
4640,SFUA5045,ANAX 5.5. UNIPLANAR SCREW - 5.0x45mm X UND,0.00
4282,SFUA5045,ANAX 5.5 UNIPLANAR SCREW-5.0x45 X UNIDAD ,0.00
4284,SFUA6040,ANAX 5.5 UNIPLANAR SCREW-6.0x40 X UNIDAD ,0.00
4569,SFUA6040,ANAX 5.5. UNIPLANAR SCREW - 6.0x40mm X UND,0.00
4181,SFUA6040,ANAX 5.5. UNIPLANAR SCREW - 6.0x40mm X UND,0.00
4180,SFUA6040,ANAX 5.5. UNIPLANAR SCREW - 6.0x40mm X UND,0.00
4641,SFUA6040,ANAX 5.5. UNIPLANAR SCREW - 6.0x40mm X UND,0.00
4342,SFUA6040,ANAX 5.5. UNIPLANAR SCREW - 6.0x40mm X UND,0.00
4182,SFUA6045,ANAX 5.5. UNIPLANAR SCREW - 6.0x45mm X UND,0.00
4642,SFUA6045,ANAX 5.5. UNIPLANAR SCREW - 6.0x45mm X UND,0.00
4285,SFUA6045,ANAX 5.5 UNIPLANAR SCREW-6.0x45 X UNIDAD,0.00
4286,SFUA6045,ANAX 5.5 UNIPLANAR SCREW-6.0x45 X UNIDAD ,0.00
4446,SFUA6045,ANAX 5.5. UNIPLANAR SCREW - 6.0x45mm X UND,0.00
4643,SFUA6050,ANAX 5.5. UNIPLANAR SCREW - 6.0x50mm X UND,0.00
4183,SFUA6050,ANAX 5.5. UNIPLANAR SCREW - 6.0x50mm X UND,0.00
4271,SFUA6050,ANAX 5.5 UNIPLANAR SCREW-6.0x50 X UNIDAD,0.00
4352,SFUA6050,ANAX 5.5. UNIPLANAR SCREW - 6.0x50mm X UND,0.00
4194,TS3512FD,SELF DRILLING Ti SCREW D3.5x12mm X UND,0.00
4195,TS3512FD,SELF DRILLING Ti SCREW D3.5x12mm X UND,0.00
4644,TS3512FD,SELF DRILLING Ti SCREW D3.5x12mm X UND,0.00
4392,TS3513FD,SELF DRILLING Ti SCREW D3.5x13mm X UND,0.00
4645,TS3513FD,SELF DRILLING Ti SCREW D3.5x13mm X UND,0.00
4196,TS3513FD,SELF DRILLING Ti SCREW D3.5x13mm X UND,0.00
4198,TS3514FD,SELF DRILLING Ti SCREW D3.5x14mm X UND,0.00
4646,TS3514FD,SELF DRILLING Ti SCREW D3.5x14mm X UND,0.00
4197,TS3514FD,SELF DRILLING Ti SCREW D3.5x14mm X UND,0.00
4393,TS3514FD,SELF DRILLING Ti SCREW D3.5x14mm X UND,0.00
4647,TS3515FD,SELF DRILLING Ti SCREW D3.5x15mm X UND,0.00
4199,TS3515FD,SELF DRILLING Ti SCREW D3.5x15mm X UND,0.00
4395,TS3515FD,SELF DRILLING Ti SCREW D3.5x15mm X UND,0.00
4396,TS3515FD,SELF DRILLING Ti SCREW D3.5x15mm X UND,0.00
4394,TS3515FD,SELF DRILLING Ti SCREW D3.5x15mm X UND,0.00
4648,TSA1000,Ti LOCKING PLATE ASSY X UND,0.00
4385,TSA1000,Ti LOCKING PLATE ASSY X UND,0.00
4185,TSA1000,Ti LOCKING PLATE ASSY X UND,0.00
4184,TSA1000,Ti LOCKING PLATE ASSY X UND,0.00
4386,TSA6205,VELOFIX N-SACC-16x12x5mm X UND,0.00
4186,TSA6205,VELOFIX N-SACC-16x12x5mm X UND,0.00
4649,TSA6205,VELOFIX N-SACC-16x12x5mm X UND,0.00
4650,TSA6206,VELOFIX N-SACC-16x12x6mm X UND,0.00
4387,TSA6206,VELOFIX N-SACC-16x12x6mm X UND,0.00
4187,TSA6206,VELOFIX N-SACC-16x12x6mm X UND,0.00
4651,TSA6207,VELOFIX N-SACC-16x12x7mm X UND,0.00
4188,TSA6207,VELOFIX N-SACC-16x12x7mm X UND,0.00
4388,TSA6207,VELOFIX N-SACC-16x12x7mm X UND,0.00
4189,TSA6405,VELOFIX N-SACC-16x14x5mm X UND,0.00
4190,TSA6405,VELOFIX N-SACC-16x14x5mm X UND,0.00
4652,TSA6405,VELOFIX N-SACC-16x14x5mm X UND,0.00
4653,TSA6406,VELOFIX N-SACC-16x14x6mm X UND,0.00
4192,TSA6406,VELOFIX N-SACC-16x14x6mm X UND,0.00
4191,TSA6406,VELOFIX N-SACC-16x14x6mm X UND,0.00
4193,TSA6407,VELOFIX N-SACC-16x14x7mm X UND,0.00
4390,TSA6407,VELOFIX N-SACC-16x14x7mm X UND,0.00
4654,TSA6407,VELOFIX N-SACC-16x14x7mm X UND,0.00
4440,VK01 111505,VERTEBROPLASTY KIT,0.00
4655,VK01 111505,VERTEBROPLASTY KIT,0.00
4450,VK01 111505,Vertebroplasty Kit x 01 und.,0.00
4132,VK01111505,VERTEBROPLASTY KIT,0.00
4135,VK01111505,VERTEBROPLASTY KIT,0.00
4133,VK01111505,VERTEBROPLASTY KIT,0.00
4134,VK01111505,VERTEBROPLASTY KIT,0.00
4656,VV111908,"BIOPSY KIT, X CAJA",0.00
4163,VV111908,"BIOPSY KIT, X CAJA",0.00
4106,VV111908,"BIOPSY KIT, X CAJA",0.00
