Lote;Registro Sanitario;RUC ; C¢digo Cliente ; Proveedor ; Raz¢n Social ;Fecha Ingreso ; Fecha Vcto ;T. Documento ; Nø de Documento ; C¢digo Interno ;Unidad (UND) ; UM ; Temp. ;Cant.Bulto;Cant. Cajas ;Cant.x Caja;Cant.Fracci¢n; Cantidad Total ;Fabricante ; Procedencia ; Observaciones
SM0612-062020;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0152;UND;;15¦ 25¦ C;1;1;18;0;18;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062021;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0153;UND;;15¦ 25¦ C;1;1;18;0;18;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062022;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0154;UND;;15¦ 25¦ C;1;1;24;0;24;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062023;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0155;UND;;15¦ 25¦ C;1;1;15;0;15;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062024;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0156;UND;;15¦ 25¦ C;1;1;6;0;6;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062025;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0157;UND;;15¦ 25¦ C;1;1;6;0;6;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062026;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0158;UND;;15¦ 25¦ C;1;1;18;0;18;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062027;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0159;UND;;15¦ 25¦ C;1;1;6;0;6;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062028;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0160;UND;;15¦ 25¦ C;1;1;6;0;6;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062029;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0161;UND;;15¦ 25¦ C;1;1;18;0;18;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062030;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0162;UND;;15¦ 25¦ C;1;1;12;0;12;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062031;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0163;UND;;15¦ 25¦ C;1;1;6;0;6;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062032;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0164;UND;;15¦ 25¦ C;1;1;12;0;12;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062033;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0165;UND;;15¦ 25¦ C;1;1;24;0;24;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062034;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0166;UND;;15¦ 25¦ C;1;1;12;0;12;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062035;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0167;UND;;15¦ 25¦ C;1;1;6;0;6;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062036;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0168;UND;;15¦ 25¦ C;1;1;6;0;6;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062037;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0169;UND;;15¦ 25¦ C;1;1;6;0;6;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062038;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0170;UND;;15¦ 25¦ C;1;1;48;0;48;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062039;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0171;UND;;15¦ 25¦ C;1;1;18;0;18;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062040;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0172;UND;;15¦ 25¦ C;1;1;6;0;6;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062041;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0173;UND;;15¦ 25¦ C;1;1;25;0;25;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062042;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0174;UND;;15¦ 25¦ C;1;1;30;0;30;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062043;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0175;UND;;15¦ 25¦ C;1;1;30;0;30;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062044;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0176;UND;;15¦ 25¦ C;1;1;6;0;6;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062045;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0177;UND;;15¦ 25¦ C;1;1;12;0;12;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062046;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0178;UND;;15¦ 25¦ C;1;1;12;0;12;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062047;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0179;UND;;15¦ 25¦ C;1;1;11;0;11;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062048;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0180;UND;;15¦ 25¦ C;1;1;13;0;13;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062049;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0181;UND;;15¦ 25¦ C;1;1;6;0;6;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062051;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0182;UND;;15¦ 25¦ C;1;1;6;0;6;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062052;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0183;UND;;15¦ 25¦ C;1;1;24;0;24;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062053;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0184;UND;;15¦ 25¦ C;1;1;12;0;12;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062054;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0185;UND;;15¦ 25¦ C;1;1;12;0;12;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062055;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0186;UND;;15¦ 25¦ C;1;1;12;0;12;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062056;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0187;UND;;15¦ 25¦ C;1;1;12;0;12;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062057;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0188;UND;;15¦ 25¦ C;1;1;24;0;24;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062058;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0189;UND;;15¦ 25¦ C;1;1;25;0;25;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062059;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0190;UND;;15¦ 25¦ C;1;1;24;0;24;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062060;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0191;UND;;15¦ 25¦ C;1;1;24;0;24;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062067;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0192;UND;;15¦ 25¦ C;1;1;6;0;6;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062061;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0193;UND;;15¦ 25¦ C;1;1;6;0;6;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062062;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0194;UND;;15¦ 25¦ C;1;1;6;0;6;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062063;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0195;UND;;15¦ 25¦ C;1;1;6;0;6;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062064;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0196;UND;;15¦ 25¦ C;1;1;12;0;12;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062065;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0197;UND;;15¦ 25¦ C;1;1;3;0;3;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062066;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0198;UND;;15¦ 25¦ C;1;1;2;0;2;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062101;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0199;UND;;15¦ 25¦ C;1;1;12;0;12;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062102;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0200;UND;;15¦ 25¦ C;1;1;18;0;18;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062103;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0201;UND;;15¦ 25¦ C;1;1;12;0;12;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062104;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0202;UND;;15¦ 25¦ C;1;1;24;0;24;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062105;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0203;UND;;15¦ 25¦ C;1;1;24;0;24;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062106;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0204;UND;;15¦ 25¦ C;1;1;13;0;13;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062107;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0205;UND;;15¦ 25¦ C;1;1;12;0;12;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062108;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0206;UND;;15¦ 25¦ C;1;1;10;0;10;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062109;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0207;UND;;15¦ 25¦ C;1;1;15;0;15;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062110;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0208;UND;;15¦ 25¦ C;1;1;6;0;6;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062111;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0209;UND;;15¦ 25¦ C;1;1;42;0;42;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062112;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0210;UND;;15¦ 25¦ C;1;1;6;0;6;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062113;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0211;UND;;15¦ 25¦ C;1;1;12;0;12;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062114;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0212;UND;;15¦ 25¦ C;1;1;12;0;12;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062115;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0213;UND;;15¦ 25¦ C;1;1;12;0;12;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062116;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0214;UND;;15¦ 25¦ C;1;1;12;0;12;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062117;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0215;UND;;15¦ 25¦ C;1;1;12;0;12;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062118;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0216;UND;;15¦ 25¦ C;1;1;12;0;12;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062119;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0217;UND;;15¦ 25¦ C;1;1;12;0;12;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062120;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0218;UND;;15¦ 25¦ C;1;1;3;0;3;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062121;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0219;UND;;15¦ 25¦ C;1;1;132;0;132;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062122;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0220;UND;;15¦ 25¦ C;1;1;18;0;18;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062123;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0221;UND;;15¦ 25¦ C;1;1;12;0;12;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062124;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0222;UND;;15¦ 25¦ C;1;1;18;0;18;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062125;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0223;UND;;15¦ 25¦ C;1;1;18;0;18;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062126;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0224;UND;;15¦ 25¦ C;1;1;18;0;18;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062127;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0225;UND;;15¦ 25¦ C;1;1;12;0;12;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062128;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0226;UND;;15¦ 25¦ C;1;1;12;0;12;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062129;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0227;UND;;15¦ 25¦ C;1;1;18;0;18;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062130;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0228;UND;;15¦ 25¦ C;1;1;18;0;18;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062131;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0229;UND;;15¦ 25¦ C;1;1;24;0;24;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062132;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0230;UND;;15¦ 25¦ C;1;1;12;0;12;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062133;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0231;UND;;15¦ 25¦ C;1;1;12;0;12;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062134;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0232;UND;;15¦ 25¦ C;1;1;12;0;12;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062135;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0233;UND;;15¦ 25¦ C;1;1;12;0;12;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062136;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0234;UND;;15¦ 25¦ C;1;1;48;0;48;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062401;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0235;UND;;15¦ 25¦ C;1;1;6;0;6;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062402;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0236;UND;;15¦ 25¦ C;1;1;12;0;12;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062403;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0237;UND;;15¦ 25¦ C;1;1;6;0;6;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062404;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0238;UND;;15¦ 25¦ C;1;1;6;0;6;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062405;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0239;UND;;15¦ 25¦ C;1;1;6;0;6;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062406;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0240;UND;;15¦ 25¦ C;1;1;12;0;12;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062407;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0241;UND;;15¦ 25¦ C;1;1;12;0;12;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062408;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0242;UND;;15¦ 25¦ C;1;1;12;0;12;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062409;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0243;UND;;15¦ 25¦ C;1;1;12;0;12;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062410;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0244;UND;;15¦ 25¦ C;1;1;6;0;6;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062411;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0245;UND;;15¦ 25¦ C;1;1;6;0;6;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062412;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0246;UND;;15¦ 25¦ C;1;1;6;0;6;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062413;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0247;UND;;15¦ 25¦ C;1;1;6;0;6;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062414;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0248;UND;;15¦ 25¦ C;1;1;6;0;6;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062415;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0249;UND;;15¦ 25¦ C;1;1;6;0;6;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062416;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0250;UND;;15¦ 25¦ C;1;1;6;0;6;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062417;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0251;UND;;15¦ 25¦ C;1;1;6;0;6;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062418;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0252;UND;;15¦ 25¦ C;1;1;6;0;6;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062419;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0253;UND;;15¦ 25¦ C;1;1;6;0;6;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062420;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0254;UND;;15¦ 25¦ C;1;1;6;0;6;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062421;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0255;UND;;15¦ 25¦ C;1;1;6;0;6;SUNMED INSTRUMENTS;PAKISTAN;
SM0612-062422;;20608438018;CLI-8018-001;SUNMED INSTRUMENTS;SUMEDIN S.A.C.;24/06/2025;N/A;Invoice;SI 06:12;INT-P0256;UND;;16¦ 25¦ C;1;1;6;0;6;SUNMED INSTRUMENTS;PAKISTAN;
